SIGLA_UF;CODIGO_CARGO;DESCRICAO_CARGO;NOME_CANDIDATO;SEQUENCIAL_CANDIDATO;COD_SITUACAO_CANDIDATURA;DES_SITUACAO_CANDIDATURA;NUMERO_PARTIDO;CODIGO_LEGENDA;CODIGO_OCUPACAO;DESCRICAO_OCUPACAO;IDADE_DATA_ELEICAO;CODIGO_SEXO;DESCRICAO_SEXO;COD_GRAU_INSTRUCAO;DESCRICAO_GRAU_INSTRUCAO;CODIGO_ESTADO_CIVIL;DESCRICAO_ESTADO_CIVIL;CODIGO_COR_RACA;DESCRICAO_COR_RACA;CODIGO_NACIONALIDADE;DESCRICAO_NACIONALIDADE;DESPESA_MAX_CAMPANHA;COD_SIT_TOT_TURNO;DESC_SIT_TOT_TURNO;VALOR_BEM;VALOR_RECEITA
AC;7;DEPUTADO ESTADUAL;GEHLEN DINIZ ANDRADE;10000000303;2;DEFERIDO;11;10000000030;296;SERVIDOR PÈBLICO FEDERAL;40;2;MASCULINO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;800000;3;ELEITO POR MêDIA;685000;26487.3
AC;7;DEPUTADO ESTADUAL;L÷VIO VERAS;10000000311;2;DEFERIDO;11;10000000030;297;SERVIDOR PÈBLICO ESTADUAL;52;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;800000;5;SUPLENTE;155237.15;54097.3
AC;7;DEPUTADO ESTADUAL;THIAGO HIGINO XAVIER MENDONÄA;10000000462;2;DEFERIDO;40;10000000033;999;OUTROS;30;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;0;5;SUPLENTE;59384.81;39346.71
AC;7;DEPUTADO ESTADUAL;ROMARIO TAVARES D'AVILA;10000000577;2;DEFERIDO;45;10000000035;298;SERVIDOR PÈBLICO MUNICIPAL;38;2;MASCULINO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;500000;5;SUPLENTE;58000;22925.13
AC;7;DEPUTADO ESTADUAL;RONALDO MARTINS DA SILVA;10000000551;2;DEFERIDO;20;10000000035;999;OUTROS;40;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;800000;5;SUPLENTE;300000;5921
AC;7;DEPUTADO ESTADUAL;RAIMUNDO NONATO FERREIRA;10000000601;2;DEFERIDO;20;10000000035;257;EMPRESµRIO;58;2;MASCULINO;2;L“ E ESCREVE;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;800000;5;SUPLENTE;318000;8471
AC;7;DEPUTADO ESTADUAL;MAURO JOSê DE DEUS MORAIS;10000000251;2;DEFERIDO;54;10000000029;142;PROFESSOR DE ENSINO SUPERIOR;45;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;500000;5;SUPLENTE;500800;36035
AC;7;DEPUTADO ESTADUAL;TELMA MARIA SOUZA CHAVES;10000000085;2;DEFERIDO;44;10000000023;125;ADMINISTRADOR;50;4;FEMININO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;600000;5;SUPLENTE;341925.48;93987.5
AC;7;DEPUTADO ESTADUAL;SELMA MACHADO SOUZA;10000000283;2;DEFERIDO;19;10000000029;297;SERVIDOR PÈBLICO ESTADUAL;48;4;FEMININO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;900000;5;SUPLENTE;220000;7886.57
AC;7;DEPUTADO ESTADUAL;JOSE EVANGELINO PEREIRA;10000000271;2;DEFERIDO;19;10000000029;999;OUTROS;65;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;900000;5;SUPLENTE;2000;6371.6
AC;7;DEPUTADO ESTADUAL;ANTONIO JOSENILDO INACIO DA SILVA;10000000266;2;DEFERIDO;19;10000000029;257;EMPRESµRIO;41;2;MASCULINO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;900000;2;ELEITO POR QP;110150;62037.25
AC;7;DEPUTADO ESTADUAL;VANDERLEI RODRIGUES DE MELO;10000000304;2;DEFERIDO;11;10000000030;233;POLICIAL MILITAR;47;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;800000;5;SUPLENTE;3000;2087.3
AC;7;DEPUTADO ESTADUAL;ALICE DA CONCEIÄ«O E SILVA;10000000420;2;DEFERIDO;27;10000000032;265;PROFESSOR DE ENSINO FUNDAMENTAL;49;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;400000;5;SUPLENTE;50000;4018.4
AC;7;DEPUTADO ESTADUAL;FRANCISCO JOSEMAR JERONIMO DA SILVA;10000000430;2;DEFERIDO;27;10000000032;297;SERVIDOR PÈBLICO ESTADUAL;50;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;400000;5;SUPLENTE;1265000;57100
AC;7;DEPUTADO ESTADUAL;MARIA DE FATIMA SORIANO DA SILVA;10000000386;2;DEFERIDO;25;10000000031;265;PROFESSOR DE ENSINO FUNDAMENTAL;53;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;600000;5;SUPLENTE;285500;7540
AC;7;DEPUTADO ESTADUAL;JOZINEY ALVES AMORIM;10000000184;2;DEFERIDO;13;10000000028;277;DEPUTADO;37;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;690000;2;ELEITO POR QP;329000;498301.07
AC;7;DEPUTADO ESTADUAL;JOSE EUGENIO LEAO BRAGA;10000000542;2;DEFERIDO;15;10000000035;131;ADVOGADO;77;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);2;PRETA;1;BRASILEIRA NATA;500000;5;SUPLENTE;1063732.07;23142
AC;7;DEPUTADO ESTADUAL;KIEFER ROBERTO CAVALCANTE LIMA;10000000314;2;DEFERIDO;11;10000000030;169;COMERCIANTE;46;2;MASCULINO;2;L“ E ESCREVE;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;800000;5;SUPLENTE;348000;30772.3
AC;7;DEPUTADO ESTADUAL;GERMANO CAVALCANTE DE OLIVEIRA;10000000317;2;DEFERIDO;11;10000000030;999;OUTROS;50;2;MASCULINO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;800000;5;SUPLENTE;134000;2087.3
AC;6;DEPUTADO FEDERAL;FRANCISCO CARLOS OLIVEIRA DE LIMA;10000000363;2;DEFERIDO;25;10000000031;297;SERVIDOR PÈBLICO ESTADUAL;46;2;MASCULINO;8;SUPERIOR COMPLETO;9;DIVORCIADO(A);2;PRETA;1;BRASILEIRA NATA;800000;4;N«O ELEITO;8000;7030
AC;6;DEPUTADO FEDERAL;MARIA JOICILENE SOUZA SILVA NOBRE;10000000348;2;DEFERIDO;43;10000000031;265;PROFESSOR DE ENSINO FUNDAMENTAL;40;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;800000;4;N«O ELEITO;246000;10780
AC;7;DEPUTADO ESTADUAL;RAIMUNDA NONATA FERRO DOURADO;10000000384;2;DEFERIDO;25;10000000031;999;OUTROS;61;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;600000;5;SUPLENTE;496000;5840
AC;7;DEPUTADO ESTADUAL;SEBASTIAO NOGUEIRA DA CRUZ;10000000293;2;DEFERIDO;11;10000000030;923;APOSENTADO (EXCETO SERVIDOR PÈBLICO);66;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;800000;5;SUPLENTE;200000;2087.3
AC;7;DEPUTADO ESTADUAL;JOSE HENRIQUE CORINTO DE MOURA;10000000124;2;DEFERIDO;65;10000000024;131;ADVOGADO;49;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;600000;5;SUPLENTE;1274000;119616.26
AC;7;DEPUTADO ESTADUAL;JAIRO DE ALENCAR NONATO;10000000134;2;DEFERIDO;65;10000000024;278;VEREADOR;35;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;600000;5;SUPLENTE;170000;27065.5
AC;6;DEPUTADO FEDERAL;JUAREZ PEDROSA CAVALCANTE;10000000176;2;DEFERIDO;19;10000000027;113;ENFERMEIRO;53;2;MASCULINO;6;ENSINO MêDIO COMPLETO;9;DIVORCIADO(A);3;PARDA;1;BRASILEIRA NATA;5000000;5;SUPLENTE;150000;35504.13
AC;7;DEPUTADO ESTADUAL;JACIARA DE SOUSA RODRIGUES;10000000196;2;DEFERIDO;13;10000000028;265;PROFESSOR DE ENSINO FUNDAMENTAL;30;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;690000;5;SUPLENTE;68398.82;93869.65
AC;7;DEPUTADO ESTADUAL;DENILSON SEG‡VIA DE ARAUJO;10000000207;2;DEFERIDO;51;10000000028;277;DEPUTADO;48;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;600000;5;SUPLENTE;339000;47400
AC;7;DEPUTADO ESTADUAL;LUIZ GONZAGA CALIXTO NETO;10000000069;2;DEFERIDO;55;10000000022;297;SERVIDOR PÈBLICO ESTADUAL;51;2;MASCULINO;8;SUPERIOR COMPLETO;7;SEPARADO(A) JUDICIALMENTE;3;PARDA;1;BRASILEIRA NATA;400000;5;SUPLENTE;630000;39519.9
AC;7;DEPUTADO ESTADUAL;HELENO DE FARIAS DA FRANÄA;10000000049;2;DEFERIDO;12;10000000021;131;ADVOGADO;70;2;MASCULINO;8;SUPERIOR COMPLETO;9;DIVORCIADO(A);3;PARDA;1;BRASILEIRA NATA;600000;5;SUPLENTE;540056.36;10290.5
AC;7;DEPUTADO ESTADUAL;JONAS DE CASTRO SANTOS;10000000270;2;DEFERIDO;19;10000000029;157;TêCNICO DE LABORAT‡RIO E RAIOS X;48;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;900000;5;SUPLENTE;12000;6371.6
AC;7;DEPUTADO ESTADUAL;FRANCISCO LEIDINILSON FERREIRA DE MOURA;10000000298;2;DEFERIDO;11;10000000030;232;POLICIAL CIVIL;35;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;800000;5;SUPLENTE;210000;2087.3
AC;7;DEPUTADO ESTADUAL;EDVALDO ALMEIDA DE OLIVEIRA;10000000033;2;DEFERIDO;12;10000000021;395;BANCµRIO E ECONOMIµRIO;44;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;600000;5;SUPLENTE;685920;12506.44
AC;6;DEPUTADO FEDERAL;JOSê AUGUSTO LEANDRO RODRIGUES;10000000366;2;DEFERIDO;25;10000000031;266;PROFESSOR DE ENSINO MêDIO;42;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);2;PRETA;1;BRASILEIRA NATA;800000;4;N«O ELEITO;47900;3550
AC;7;DEPUTADO ESTADUAL;JAIZO CORDEIRO DA SILVA;10000000331;2;DEFERIDO;43;10000000031;999;OUTROS;37;2;MASCULINO;4;ENSINO FUNDAMENTAL COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;600000;5;SUPLENTE;43000;919.5
AC;7;DEPUTADO ESTADUAL;ROSALDO FIRMO DE AGUIAR FRANÄA;10000000559;2;DEFERIDO;45;10000000035;111;MêDICO;46;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;500000;5;SUPLENTE;520000;17464
AC;7;DEPUTADO ESTADUAL;RAIMUNDO RICARDO GOMES DA SILVA;10000000562;2;DEFERIDO;45;10000000035;297;SERVIDOR PÈBLICO ESTADUAL;38;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;500000;5;SUPLENTE;152500;1199
AC;7;DEPUTADO ESTADUAL;JOSê CELIO BRITO DA SILVA;10000000570;2;DEFERIDO;45;10000000035;125;ADMINISTRADOR;42;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;500000;5;SUPLENTE;252000;28339.47
AC;7;DEPUTADO ESTADUAL;FRANCISCO DE ALMEIDA BRAGA;10000000576;2;DEFERIDO;45;10000000035;999;OUTROS;45;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;500000;5;SUPLENTE;320000;3065.8
AC;7;DEPUTADO ESTADUAL;DANIEL LEAL LIMA;10000000579;2;DEFERIDO;45;10000000035;111;MêDICO;32;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;500000;5;SUPLENTE;585400;33966.5
AC;7;DEPUTADO ESTADUAL;MATILDES DE ARAÈJO SILVA;10000000582;2;DEFERIDO;45;10000000035;402;"VENDEDOR PRACISTA	 REPRESENTANTE	 CAIXEIRO-VIAJANTE E ASSEMELHADOS";27;4;FEMININO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;500000;5;SUPLENTE;152000;6481.6
AC;7;DEPUTADO ESTADUAL;ANTONIO NIZOMAR DOS SANTOS;10000000588;2;DEFERIDO;15;10000000035;923;APOSENTADO (EXCETO SERVIDOR PÈBLICO);70;2;MASCULINO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);2;PRETA;1;BRASILEIRA NATA;500000;5;SUPLENTE;576000;990
AC;7;DEPUTADO ESTADUAL;MARCUS VINICIUS DO VALE ANUTE;10000000093;2;DEFERIDO;44;10000000023;114;FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL;29;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;600000;5;SUPLENTE;650000;36862.4
AC;7;DEPUTADO ESTADUAL;ITAMARA SOUZA DA COSTA;10000000343;2;DEFERIDO;43;10000000031;931;"ESTUDANTE	 BOLSISTA	 ESTAGIµRIO E ASSEMELHADOS";25;4;FEMININO;7;SUPERIOR INCOMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;600000;5;SUPLENTE;8000;749
AC;7;DEPUTADO ESTADUAL;CADMIEL JOSE ARAUJO BOMFIM;10000000475;2;DEFERIDO;22;10000000034;233;POLICIAL MILITAR;34;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;500000;5;SUPLENTE;2800;42710.77
AC;7;DEPUTADO ESTADUAL;EDILEUDO ROCHA DA SILVA;10000000400;2;DEFERIDO;25;10000000031;266;PROFESSOR DE ENSINO MêDIO;48;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);2;PRETA;1;BRASILEIRA NATA;600000;5;SUPLENTE;65000;913
AC;7;DEPUTADO ESTADUAL;JOSE MACHADO DE SOUZA;10000000409;2;DEFERIDO;27;10000000032;266;PROFESSOR DE ENSINO MêDIO;54;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;400000;5;SUPLENTE;80000;1000
AC;7;DEPUTADO ESTADUAL;JAMES CLEI LAURINDO GOMES SERRA;10000000455;2;DEFERIDO;40;10000000033;124;CONTADOR;38;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);2;PRETA;1;BRASILEIRA NATA;0;5;SUPLENTE;147000;392.31
AC;7;DEPUTADO ESTADUAL;DANIEL QUEIROZ DE SANT'ANA;10000000181;2;DEFERIDO;13;10000000028;131;ADVOGADO;34;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;690000;2;ELEITO POR QP;645073.63;493141.51
AC;7;DEPUTADO ESTADUAL;EDSON FERREIRA CAMELI;10000000310;2;DEFERIDO;11;10000000030;999;OUTROS;39;2;MASCULINO;4;ENSINO FUNDAMENTAL COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;800000;5;SUPLENTE;46000;12107.3
AC;7;DEPUTADO ESTADUAL;ANTONIO CARLOS SOUZA DE OLIVEIRA;10000000474;2;DEFERIDO;22;10000000034;257;EMPRESµRIO;40;2;MASCULINO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;500000;5;SUPLENTE;6000;11789.36
AC;7;DEPUTADO ESTADUAL;HERALDO BEZERRA DA SILVA;10000000481;2;DEFERIDO;22;10000000034;999;OUTROS;32;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;500000;5;SUPLENTE;8000;12235.5
AC;7;DEPUTADO ESTADUAL;JOSE MARIA SORIANO DE AMARAL;10000000483;2;DEFERIDO;22;10000000034;163;CANTOR E COMPOSITOR;44;2;MASCULINO;4;ENSINO FUNDAMENTAL COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;500000;5;SUPLENTE;19000;16840
AC;7;DEPUTADO ESTADUAL;FRANCINEUDO SOUZA DA COSTA;10000000329;2;DEFERIDO;43;10000000031;999;OUTROS;29;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;600000;5;SUPLENTE;23000;67563
AC;6;DEPUTADO FEDERAL;HILµRIO JOSê DO NASCIMENTO;10000000347;2;DEFERIDO;43;10000000031;296;SERVIDOR PÈBLICO FEDERAL;48;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;800000;4;N«O ELEITO;50000;16447.07
AC;7;DEPUTADO ESTADUAL;JANETE PEREIRA DE SOUZA;10000000356;2;DEFERIDO;33;10000000031;142;PROFESSOR DE ENSINO SUPERIOR;52;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;300000;5;SUPLENTE;175000;1139.69
AC;6;DEPUTADO FEDERAL;MARIA TERESA GAUNA;10000000367;2;DEFERIDO;25;10000000031;999;OUTROS;59;4;FEMININO;8;SUPERIOR COMPLETO;9;DIVORCIADO(A);1;BRANCA;1;BRASILEIRA NATA;800000;4;N«O ELEITO;45000;1520
AC;6;DEPUTADO FEDERAL;RAIMUNDO ANGELIM VASCONCELOS;10000000166;2;DEFERIDO;13;10000000027;142;PROFESSOR DE ENSINO SUPERIOR;59;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;1250000;2;ELEITO POR QP;1095765.54;405006.67
AC;6;DEPUTADO FEDERAL;FRANCE SPYM PINTRO SOSTER;10000000179;2;DEFERIDO;31;10000000027;999;OUTROS;32;2;MASCULINO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;5000000;5;SUPLENTE;1110000;121950
AC;7;DEPUTADO ESTADUAL;MARCOS FABRICIO DO NASCIMENTO TELLES;10000000212;2;DEFERIDO;90;10000000028;109;AGENTE DE SAÈDE E SANITARISTA;31;2;MASCULINO;7;SUPERIOR INCOMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;690000;5;SUPLENTE;11600;900
AC;7;DEPUTADO ESTADUAL;CLEIDE MARIA FERREIRA DE ARAÈJO;10000000228;2;DEFERIDO;10;10000000029;999;OUTROS;43;4;FEMININO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;500000;5;SUPLENTE;150000;24158.89
AC;7;DEPUTADO ESTADUAL;MARIA JOSê BATISTA DE LIMA;10000000065;2;DEFERIDO;55;10000000022;999;OUTROS;42;4;FEMININO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;400000;5;SUPLENTE;15000;3510.4
AC;7;DEPUTADO ESTADUAL;FRANCISCO ROQUE DA COSTA;10000000073;2;DEFERIDO;55;10000000022;257;EMPRESµRIO;47;2;MASCULINO;4;ENSINO FUNDAMENTAL COMPLETO;9;DIVORCIADO(A);3;PARDA;1;BRASILEIRA NATA;400000;5;SUPLENTE;3500;28590.4
AC;7;DEPUTADO ESTADUAL;ROSE LANE ALVES JARDIM;10000000096;2;DEFERIDO;44;10000000023;278;VEREADOR;49;4;FEMININO;8;SUPERIOR COMPLETO;9;DIVORCIADO(A);3;PARDA;1;BRASILEIRA NATA;600000;5;SUPLENTE;167906;28846
AC;7;DEPUTADO ESTADUAL;JOSê ALTANIZIO TAUMATURGO Sµ;10000000025;2;DEFERIDO;12;10000000021;999;OUTROS;54;2;MASCULINO;4;ENSINO FUNDAMENTAL COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;600000;5;SUPLENTE;606000;32454.89
AC;7;DEPUTADO ESTADUAL;ARTEMIO LIMA DA COSTA;10000000411;2;DEFERIDO;27;10000000032;278;VEREADOR;46;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;400000;5;SUPLENTE;32164.85;116059.3
AC;7;DEPUTADO ESTADUAL;CARLOS ALBERTO DE FRANÄA NOLASCO;10000000050;2;DEFERIDO;12;10000000021;999;OUTROS;55;2;MASCULINO;2;L“ E ESCREVE;9;DIVORCIADO(A);3;PARDA;1;BRASILEIRA NATA;600000;5;SUPLENTE;18000;2176.7
AC;7;DEPUTADO ESTADUAL;JESUS SERGIO DE MENEZES;10000000053;2;DEFERIDO;12;10000000021;278;VEREADOR;41;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;600000;2;ELEITO POR QP;205000;58634.38
AC;7;DEPUTADO ESTADUAL;CLODOALDO DOMINGOS DOS SANTOS;10000000145;2;DEFERIDO;50;10000000025;601;AGRICULTOR;66;2;MASCULINO;2;L“ E ESCREVE;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;50000;4;N«O ELEITO;60000;1598.4
AC;7;DEPUTADO ESTADUAL;MARIA DA SILVA DINIZ;10000000487;2;DEFERIDO;22;10000000034;257;EMPRESµRIO;37;4;FEMININO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;500000;5;SUPLENTE;163600;48009.54
AC;7;DEPUTADO ESTADUAL;RUBERVAL BRAGA ROLA;10000000289;2;DEFERIDO;11;10000000030;298;SERVIDOR PÈBLICO MUNICIPAL;46;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;800000;5;SUPLENTE;265000;2087.3
AC;7;DEPUTADO ESTADUAL;JORGE ALMEIDA FILHO;10000000296;2;DEFERIDO;11;10000000030;169;COMERCIANTE;29;2;MASCULINO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;800000;5;SUPLENTE;70000;2087.3
AC;7;DEPUTADO ESTADUAL;ELSIMAR SANTIAGO DE MELO JUNIOR;10000000461;2;DEFERIDO;40;10000000033;131;ADVOGADO;32;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;0;5;SUPLENTE;100000;50826.71
AC;7;DEPUTADO ESTADUAL;SABRINA GONDIM DE BARROS;10000000495;2;DEFERIDO;22;10000000034;999;OUTROS;36;4;FEMININO;7;SUPERIOR INCOMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;500000;5;SUPLENTE;60000;9999.66
AC;7;DEPUTADO ESTADUAL;ANTONIO JOSê CORREIA DANIEL;10000000565;2;DEFERIDO;45;10000000035;297;SERVIDOR PÈBLICO ESTADUAL;45;2;MASCULINO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;500000;5;SUPLENTE;130500;7849.9
AC;7;DEPUTADO ESTADUAL;JÈLIO CêSAR PAIVA DE MOURA;10000000583;2;DEFERIDO;45;10000000035;297;SERVIDOR PÈBLICO ESTADUAL;43;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;500000;5;SUPLENTE;430000;29298.9
AC;7;DEPUTADO ESTADUAL;MAURICIO DE OLIVEIRA ARAUJO;10000000031;2;DEFERIDO;12;10000000021;999;OUTROS;29;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;600000;5;SUPLENTE;235000;4956.9
AC;7;DEPUTADO ESTADUAL;MANOEL FRANCISCO PINTO DE LIMA;10000000383;2;DEFERIDO;25;10000000031;999;OUTROS;47;2;MASCULINO;4;ENSINO FUNDAMENTAL COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;600000;5;SUPLENTE;2500;3213
AC;7;DEPUTADO ESTADUAL;JOSE MARQUES LEITE NETO;10000000641;2;DEFERIDO;15;10000000035;124;CONTADOR;51;2;MASCULINO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;500000;5;SUPLENTE;1225000;26667
AC;7;DEPUTADO ESTADUAL;MARIO SERGIO RODRIGUES DE ARAUJO;10000000490;2;DEFERIDO;22;10000000034;999;OUTROS;33;2;MASCULINO;4;ENSINO FUNDAMENTAL COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;500000;5;SUPLENTE;19000;20611
AC;7;DEPUTADO ESTADUAL;JO«O FRANCISCO BRASIL DA SILVA;10000000443;2;DEFERIDO;40;10000000033;278;VEREADOR;41;2;MASCULINO;4;ENSINO FUNDAMENTAL COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;0;5;SUPLENTE;89000;9102.5
AC;7;DEPUTADO ESTADUAL;WELISON DA SILVA MOURA;10000000285;2;DEFERIDO;19;10000000029;125;ADMINISTRADOR;34;2;MASCULINO;8;SUPERIOR COMPLETO;9;DIVORCIADO(A);3;PARDA;1;BRASILEIRA NATA;900000;5;SUPLENTE;50000;6531.2
AC;6;DEPUTADO FEDERAL;RUY MEDEIROS DE ARAÈJO BIRICO;10000000623;2;DEFERIDO;55;10000000036;999;OUTROS;53;2;MASCULINO;4;ENSINO FUNDAMENTAL COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;35166;24120.2
AC;7;DEPUTADO ESTADUAL;HELDER DE FREITAS MOREIRA;10000000480;2;DEFERIDO;22;10000000034;999;OUTROS;42;2;MASCULINO;4;ENSINO FUNDAMENTAL COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;500000;5;SUPLENTE;331500;14503.56
AC;7;DEPUTADO ESTADUAL;MANOEL MORAES DE SALES;10000000471;2;DEFERIDO;40;10000000033;277;DEPUTADO;51;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;0;2;ELEITO POR QP;989000;150032.91
